x,y,color
-31.418486503982,14.922387263343,blue
-30.860487521726,16.990800392306,blue
-29.985120046930,18.681827578186,blue
-28.979269399858,19.928728357328,blue
-27.817762260220,20.897310785402,blue
-26.427369721890,21.654487226708,blue
-24.601477216362,22.213559514706,blue
-22.240829137426,22.394447988880,blue
-19.701598732164,21.987386817939,blue
-16.525280697423,20.571864863292,blue
-12.418723568326,17.845165786108,blue
-9.647298973394,16.453683367075,blue
-8.146710441124,16.311731160481,blue
-6.442364153502,16.843633091525,blue
-3.283097015845,19.112597782572,blue
0.112208573519,22.716387002674,blue
11.970815918568,30.310530882997,blue
16.446678378954,31.028888358783,blue
20.735628717308,30.721586473979,blue
24.596019491293,29.448292221476,blue
28.083791301820,27.192627741627,blue
31.261800654651,23.884710932734,blue
33.851883590362,19.831336702229,blue
35.740620600765,15.327771222972,blue
36.856349304734,10.606874038086,blue
37.040619662554,6.065343546932,blue
36.317123694016,2.429774535283,blue
35.144457975895,0.010432411946,blue
33.641925525274,-1.789783095501,blue
30.811900540224,-3.824924238646,blue
26.458265712817,-5.663657136225,blue
21.662931093732,-7.008718360871,blue
16.879938044289,-8.353907422007,blue
13.226855688430,-10.131290001058,blue
11.517893406466,-11.821851946359,blue
10.384525699494,-14.269560581861,blue
9.648565080173,-18.843844113780,blue
8.983679192298,-22.265546978011,blue
8.129331008116,-24.090008920816,blue
6.644141713076,-25.985046456503,blue
3.981196090037,-28.034428681831,blue
-0.017890756787,-29.769460279670,blue
-4.705399990179,-30.736682081439,blue
-9.467294105377,-30.849033340150,blue
-13.780317320118,-30.028328542103,blue
-17.447712346571,-28.329092367068,blue
-20.695423464932,-25.658320030298,blue
-23.378122201769,-22.112477247954,blue
-25.176293429449,-18.079469708228,blue
-25.922312811808,-14.001275271286,blue
-25.600018809185,-9.865693401325,blue
-24.395565902370,-5.060446384175,blue
-23.624729126128,-0.613842834498,blue
-23.894033674263,1.701834053618,blue
-24.558896782039,3.077026868898,blue
-27.036322409687,5.537306335310,blue
-29.805108289066,8.288137870213,blue
-30.680194264591,9.682804391144,blue
-31.226175176329,11.133584837527,blue
-31.511920792252,12.870654054578,blue
-28.198974157804,15.530693152747,yellow
-27.346189558180,17.224762553621,yellow
-26.271773792286,18.317059550888,yellow
-24.839622813387,19.052309180406,yellow
-22.696376910887,19.401946826495,yellow
-20.174709870918,18.992540765278,yellow
-16.573457935794,17.048332017451,yellow
-12.590681060401,14.453181351120,yellow
-10.409062924260,13.551689834468,yellow
-8.924299276944,13.301073248738,yellow
-7.423744449888,13.385677220832,yellow
-5.860319879193,13.827834806523,yellow
-3.194896655025,15.302947111985,yellow
0.202665096110,18.364657489159,yellow
3.566421916752,21.993795730025,yellow
15.906785627597,27.986765054085,yellow
20.195374895725,27.770314802276,yellow
23.973888894367,26.395338717834,yellow
27.367357509793,23.782761876935,yellow
30.257285448855,20.084802765428,yellow
32.407003668545,15.750226005462,yellow
33.736954728316,11.089729498086,yellow
34.064427212051,6.518175966729,yellow
33.320492687408,2.979134452809,yellow
32.065417843432,0.897823564977,yellow
29.603032736531,-1.062054922290,yellow
25.292571405218,-2.888274546002,yellow
20.516930282354,-4.204410357986,yellow
15.771341887103,-5.563232301207,yellow
12.005914497733,-7.335037096490,yellow
9.923497134789,-9.046818227623,yellow
8.640922509775,-10.748166588255,yellow
7.520726992270,-13.374950737669,yellow
6.738487601247,-17.831226799776,yellow
6.098558219867,-21.426064650747,yellow
5.068733167840,-23.246237425464,yellow
2.778458695952,-25.253735426039,yellow
-1.165243079446,-26.982207351008,yellow
-5.864956368704,-27.836061471655,yellow
-10.518949887173,-27.713443143336,yellow
-14.533903652322,-26.513527461842,yellow
-17.888325229529,-24.214455005900,yellow
-20.663456717851,-20.805544850160,yellow
-22.427893468214,-16.796191284168,yellow
-22.937736458789,-12.801792032675,yellow
-22.163794081719,-8.317658686261,yellow
-20.962141084461,-3.540466276108,yellow
-20.636769670377,0.289153786704,yellow
-20.965720882550,2.374911062485,yellow
-21.517987506642,3.819442039572,yellow
-22.338497502141,5.119695858508,yellow
-24.921798232633,7.674943090135,yellow
-27.581232436632,10.326083014283,yellow
-28.266846558649,11.701566684268,yellow
-28.530874352295,13.447468217925,yellow
-33.610110097254,18.194715399839,yellow
-23.038958912814,13.854582951769,blue
-13.476444382659,28.030431521263,blue
-14.099202773262,11.291363616756,yellow
-11.874342324236,27.534543332424,yellow
6.800545040269,15.206697566374,blue
15.442808444872,17.782617775513,yellow
20.836632390416,37.296531184989,yellow
23.991698507670,23.415278255871,blue
44.282394046311,29.709715800377,blue
28.179451041037,12.709278933400,yellow
46.091348398432,7.552933469153,yellow
30.037445626028,3.168039205442,blue
31.180720145319,-11.924139176078,blue
17.270590796474,8.383823331844,yellow
16.648778620296,-13.309422273701,yellow
-0.287258424981,-9.906628079143,blue
11.356436201158,-21.051730303869,blue
-3.101017610615,-15.956695848947,yellow
-1.366521357607,-36.286061487951,yellow
-9.458042698449,-23.819604481528,blue
-26.004192480076,-40.658589596043,blue
-14.248814983495,-16.919106084641,yellow
-29.313066526419,-15.405746062291,yellow
-12.898826685185,-10.440165094038,blue
-28.621092842244,-0.391011214658,blue
-15.794803135852,16.296316689958,yellow
5.144748065876,29.529979174197,blue
8.748057934124,23.528632825803,yellow
3.549227077217,25.994736206643,blue
5.416311854320,23.646546598644,yellow
